agency_cd,site_no,Date,temp_C,month,year
USGS,14166000,2010-01-01,6.6,Jan,2010
USGS,14166000,2010-01-02,7,Jan,2010
USGS,14166000,2010-01-03,6.8,Jan,2010
USGS,14166000,2010-01-04,6.9,Jan,2010
USGS,14166000,2010-01-05,7.3,Jan,2010
USGS,14166000,2010-01-06,7.5,Jan,2010
USGS,14166000,2010-01-07,7.2,Jan,2010
USGS,14166000,2010-01-08,6.9,Jan,2010
USGS,14166000,2010-01-09,7.2,Jan,2010
USGS,14166000,2010-01-10,7.4,Jan,2010
USGS,14166000,2010-01-11,7.3,Jan,2010
USGS,14166000,2010-01-12,7.5,Jan,2010
USGS,14166000,2010-01-13,7.7,Jan,2010
USGS,14166000,2010-01-14,7.6,Jan,2010
USGS,14166000,2010-01-15,7.5,Jan,2010
USGS,14166000,2010-01-16,7.8,Jan,2010
USGS,14166000,2010-01-17,8.1,Jan,2010
USGS,14166000,2010-01-18,7.7,Jan,2010
USGS,14166000,2010-01-19,7.5,Jan,2010
USGS,14166000,2010-01-20,7.6,Jan,2010
USGS,14166000,2010-01-21,7.4,Jan,2010
USGS,14166000,2010-01-22,7.3,Jan,2010
USGS,14166000,2010-01-23,7,Jan,2010
USGS,14166000,2010-01-24,6.9,Jan,2010
USGS,14166000,2010-01-25,7.2,Jan,2010
USGS,14166000,2010-01-26,7.7,Jan,2010
USGS,14166000,2010-01-27,7.3,Jan,2010
USGS,14166000,2010-01-28,7,Jan,2010
USGS,14166000,2010-01-29,7.3,Jan,2010
USGS,14166000,2010-01-30,7.7,Jan,2010
USGS,14166000,2010-01-31,8,Jan,2010
USGS,14166000,2010-02-01,7.7,Feb,2010
USGS,14166000,2010-02-02,7.4,Feb,2010
USGS,14166000,2010-02-03,7.8,Feb,2010
USGS,14166000,2010-02-04,8,Feb,2010
USGS,14166000,2010-02-05,8.2,Feb,2010
USGS,14166000,2010-02-06,8.1,Feb,2010
USGS,14166000,2010-02-07,8.2,Feb,2010
USGS,14166000,2010-02-08,8.1,Feb,2010
USGS,14166000,2010-02-09,8,Feb,2010
USGS,14166000,2010-02-10,7.5,Feb,2010
USGS,14166000,2010-02-11,7.6,Feb,2010
USGS,14166000,2010-02-12,8.4,Feb,2010
USGS,14166000,2010-02-13,8.5,Feb,2010
USGS,14166000,2010-02-14,8.7,Feb,2010
USGS,14166000,2010-02-15,8.7,Feb,2010
USGS,14166000,2010-02-16,9.3,Feb,2010
USGS,14166000,2010-02-17,9,Feb,2010
USGS,14166000,2010-02-18,8.7,Feb,2010
USGS,14166000,2010-02-19,8.1,Feb,2010
USGS,14166000,2010-02-20,7.6,Feb,2010
USGS,14166000,2010-02-21,7.2,Feb,2010
USGS,14166000,2010-02-22,6.8,Feb,2010
USGS,14166000,2010-02-23,6.7,Feb,2010
USGS,14166000,2010-02-24,7.4,Feb,2010
USGS,14166000,2010-02-25,8.4,Feb,2010
USGS,14166000,2010-02-26,8.8,Feb,2010
USGS,14166000,2010-02-27,8.7,Feb,2010
USGS,14166000,2010-02-28,9,Feb,2010
USGS,14166000,2010-03-01,8.7,Mar,2010
USGS,14166000,2010-03-02,8.9,Mar,2010
USGS,14166000,2010-03-03,8.7,Mar,2010
USGS,14166000,2010-03-04,8.7,Mar,2010
USGS,14166000,2010-03-05,8.9,Mar,2010
USGS,14166000,2010-03-06,9,Mar,2010
USGS,14166000,2010-03-07,9,Mar,2010
USGS,14166000,2010-03-08,8.6,Mar,2010
USGS,14166000,2010-03-09,7.7,Mar,2010
USGS,14166000,2010-03-10,7.7,Mar,2010
USGS,14166000,2010-03-11,7.9,Mar,2010
USGS,14166000,2010-03-12,7.8,Mar,2010
USGS,14166000,2010-03-13,7.5,Mar,2010
USGS,14166000,2010-03-14,7.7,Mar,2010
USGS,14166000,2010-03-15,8.5,Mar,2010
USGS,14166000,2010-03-16,8.8,Mar,2010
USGS,14166000,2010-03-17,8.6,Mar,2010
USGS,14166000,2010-03-18,8.7,Mar,2010
USGS,14166000,2010-03-19,9,Mar,2010
USGS,14166000,2010-03-20,9.6,Mar,2010
USGS,14166000,2010-03-21,10.3,Mar,2010
USGS,14166000,2010-03-22,10,Mar,2010
USGS,14166000,2010-03-23,9.6,Mar,2010
USGS,14166000,2010-03-24,10,Mar,2010
USGS,14166000,2010-03-25,10.2,Mar,2010
USGS,14166000,2010-03-26,9.1,Mar,2010
USGS,14166000,2010-03-27,8.9,Mar,2010
USGS,14166000,2010-03-28,9.6,Mar,2010
USGS,14166000,2010-03-29,9.3,Mar,2010
USGS,14166000,2010-03-30,8.2,Mar,2010
USGS,14166000,2010-03-31,7.8,Mar,2010
USGS,14166000,2010-04-01,8.4,Apr,2010
USGS,14166000,2010-04-02,8.6,Apr,2010
USGS,14166000,2010-04-03,8,Apr,2010
USGS,14166000,2010-04-04,8.1,Apr,2010
USGS,14166000,2010-04-05,7.9,Apr,2010
USGS,14166000,2010-04-06,8.1,Apr,2010
USGS,14166000,2010-04-07,9,Apr,2010
USGS,14166000,2010-04-08,9.7,Apr,2010
USGS,14166000,2010-04-09,8.6,Apr,2010
USGS,14166000,2010-04-10,8.6,Apr,2010
USGS,14166000,2010-04-11,9.3,Apr,2010
USGS,14166000,2010-04-12,9.9,Apr,2010
USGS,14166000,2010-04-13,10.2,Apr,2010
USGS,14166000,2010-04-14,9.9,Apr,2010
USGS,14166000,2010-04-15,10.4,Apr,2010
USGS,14166000,2010-04-16,11,Apr,2010
USGS,14166000,2010-04-17,11.2,Apr,2010
USGS,14166000,2010-04-18,11.6,Apr,2010
USGS,14166000,2010-04-19,11.5,Apr,2010
USGS,14166000,2010-04-20,10.7,Apr,2010
USGS,14166000,2010-04-21,10,Apr,2010
USGS,14166000,2010-04-22,10.1,Apr,2010
USGS,14166000,2010-04-23,10.8,Apr,2010
USGS,14166000,2010-04-24,11.4,Apr,2010
USGS,14166000,2010-04-25,11,Apr,2010
USGS,14166000,2010-04-26,10.8,Apr,2010
USGS,14166000,2010-04-27,10.2,Apr,2010
USGS,14166000,2010-04-28,9.8,Apr,2010
USGS,14166000,2010-04-29,9.6,Apr,2010
USGS,14166000,2010-04-30,9.8,Apr,2010
USGS,14166000,2010-05-01,10.3,May,2010
USGS,14166000,2010-05-02,10.5,May,2010
USGS,14166000,2010-05-03,10.8,May,2010
USGS,14166000,2010-05-04,9.9,May,2010
USGS,14166000,2010-05-05,10.1,May,2010
USGS,14166000,2010-05-06,10,May,2010
USGS,14166000,2010-05-07,11.2,May,2010
USGS,14166000,2010-05-08,11.9,May,2010
USGS,14166000,2010-05-09,12.1,May,2010
USGS,14166000,2010-05-10,11.6,May,2010
USGS,14166000,2010-05-11,10.8,May,2010
USGS,14166000,2010-05-12,10.8,May,2010
USGS,14166000,2010-05-13,11.9,May,2010
USGS,14166000,2010-05-14,12.8,May,2010
USGS,14166000,2010-05-15,13.2,May,2010
USGS,14166000,2010-05-16,13.5,May,2010
USGS,14166000,2010-05-17,13.4,May,2010
USGS,14166000,2010-05-18,12.7,May,2010
USGS,14166000,2010-05-19,12.2,May,2010
USGS,14166000,2010-05-20,11.3,May,2010
USGS,14166000,2010-05-21,10.5,May,2010
USGS,14166000,2010-05-22,10,May,2010
USGS,14166000,2010-05-23,10.4,May,2010
USGS,14166000,2010-05-24,10.7,May,2010
USGS,14166000,2010-05-25,10.8,May,2010
USGS,14166000,2010-05-26,11,May,2010
USGS,14166000,2010-05-27,11.3,May,2010
USGS,14166000,2010-05-28,11.3,May,2010
USGS,14166000,2010-05-29,11.3,May,2010
USGS,14166000,2010-05-30,12.1,May,2010
USGS,14166000,2010-05-31,12.1,May,2010
USGS,14166000,2010-06-01,12,Jun,2010
USGS,14166000,2010-06-02,11.3,Jun,2010
USGS,14166000,2010-06-03,10.5,Jun,2010
USGS,14166000,2010-06-04,10.6,Jun,2010
USGS,14166000,2010-06-05,11,Jun,2010
USGS,14166000,2010-06-06,11.2,Jun,2010
USGS,14166000,2010-06-07,11.8,Jun,2010
USGS,14166000,2010-06-08,11.7,Jun,2010
USGS,14166000,2010-06-09,11.5,Jun,2010
USGS,14166000,2010-06-10,11.3,Jun,2010
USGS,14166000,2010-06-11,11.3,Jun,2010
USGS,14166000,2010-06-12,12,Jun,2010
USGS,14166000,2010-06-13,13.3,Jun,2010
USGS,14166000,2010-06-14,13.5,Jun,2010
USGS,14166000,2010-06-15,13,Jun,2010
USGS,14166000,2010-06-16,12.1,Jun,2010
USGS,14166000,2010-06-17,12,Jun,2010
USGS,14166000,2010-06-18,12.4,Jun,2010
USGS,14166000,2010-06-19,13.1,Jun,2010
USGS,14166000,2010-06-20,12.8,Jun,2010
USGS,14166000,2010-06-21,13.1,Jun,2010
USGS,14166000,2010-06-22,14.4,Jun,2010
USGS,14166000,2010-06-23,15,Jun,2010
USGS,14166000,2010-06-24,15.4,Jun,2010
USGS,14166000,2010-06-25,15.7,Jun,2010
USGS,14166000,2010-06-26,15.6,Jun,2010
USGS,14166000,2010-06-27,16.2,Jun,2010
USGS,14166000,2010-06-28,16.6,Jun,2010
USGS,14166000,2010-06-29,16,Jun,2010
USGS,14166000,2010-06-30,15.2,Jun,2010
USGS,14166000,2010-07-01,15.6,Jul,2010
USGS,14166000,2010-07-02,14.8,Jul,2010
USGS,14166000,2010-07-03,14.9,Jul,2010
USGS,14166000,2010-07-04,15.4,Jul,2010
USGS,14166000,2010-07-05,15.9,Jul,2010
USGS,14166000,2010-07-06,16.2,Jul,2010
USGS,14166000,2010-07-07,17.1,Jul,2010
USGS,14166000,2010-07-08,17.7,Jul,2010
USGS,14166000,2010-07-09,18.3,Jul,2010
USGS,14166000,2010-07-10,18.3,Jul,2010
USGS,14166000,2010-07-11,18.4,Jul,2010
USGS,14166000,2010-07-12,17.7,Jul,2010
USGS,14166000,2010-07-13,16.5,Jul,2010
USGS,14166000,2010-07-14,16.5,Jul,2010
USGS,14166000,2010-07-15,17.1,Jul,2010
USGS,14166000,2010-07-16,17.3,Jul,2010
USGS,14166000,2010-07-17,17.2,Jul,2010
USGS,14166000,2010-07-18,16.9,Jul,2010
USGS,14166000,2010-07-19,16.9,Jul,2010
USGS,14166000,2010-07-20,17,Jul,2010
USGS,14166000,2010-07-21,17.2,Jul,2010
USGS,14166000,2010-07-22,17.7,Jul,2010
USGS,14166000,2010-07-23,17.5,Jul,2010
USGS,14166000,2010-07-24,18,Jul,2010
USGS,14166000,2010-07-25,18.5,Jul,2010
USGS,14166000,2010-07-26,18.5,Jul,2010
USGS,14166000,2010-07-27,18.5,Jul,2010
USGS,14166000,2010-07-28,18.5,Jul,2010
USGS,14166000,2010-07-29,18.4,Jul,2010
USGS,14166000,2010-07-30,18.2,Jul,2010
USGS,14166000,2010-07-31,17.6,Jul,2010
USGS,14166000,2010-08-01,17.2,Aug,2010
USGS,14166000,2010-08-02,17.8,Aug,2010
USGS,14166000,2010-08-03,18.2,Aug,2010
USGS,14166000,2010-08-04,18.1,Aug,2010
USGS,14166000,2010-08-05,18.6,Aug,2010
USGS,14166000,2010-08-06,18.9,Aug,2010
USGS,14166000,2010-08-07,18.9,Aug,2010
USGS,14166000,2010-08-08,18.7,Aug,2010
USGS,14166000,2010-08-09,18,Aug,2010
USGS,14166000,2010-08-11,18.4,Aug,2010
USGS,14166000,2010-08-12,18.9,Aug,2010
USGS,14166000,2010-08-13,19.2,Aug,2010
USGS,14166000,2010-08-14,19.7,Aug,2010
USGS,14166000,2010-08-15,19.5,Aug,2010
USGS,14166000,2010-08-16,19.7,Aug,2010
USGS,14166000,2010-08-17,20.1,Aug,2010
USGS,14166000,2010-08-18,19.2,Aug,2010
USGS,14166000,2010-08-19,18.3,Aug,2010
USGS,14166000,2010-08-20,17.7,Aug,2010
USGS,14166000,2010-08-21,17.4,Aug,2010
USGS,14166000,2010-08-22,17.1,Aug,2010
USGS,14166000,2010-08-23,17,Aug,2010
USGS,14166000,2010-08-24,17.6,Aug,2010
USGS,14166000,2010-08-25,18.7,Aug,2010
USGS,14166000,2010-08-26,18.8,Aug,2010
USGS,14166000,2010-08-27,17.5,Aug,2010
USGS,14166000,2010-08-28,17.3,Aug,2010
USGS,14166000,2010-08-29,16.7,Aug,2010
USGS,14166000,2010-08-30,16.1,Aug,2010
USGS,14166000,2010-08-31,16.2,Aug,2010
USGS,14166000,2010-09-01,16.7,Sep,2010
USGS,14166000,2010-09-02,16.8,Sep,2010
USGS,14166000,2010-09-03,18.4,Sep,2010
USGS,14166000,2010-09-04,18.2,Sep,2010
USGS,14166000,2010-09-05,17.1,Sep,2010
USGS,14166000,2010-09-06,16.5,Sep,2010
USGS,14166000,2010-09-07,16.2,Sep,2010
USGS,14166000,2010-09-08,15.9,Sep,2010
USGS,14166000,2010-09-09,16,Sep,2010
USGS,14166000,2010-09-10,15.8,Sep,2010
USGS,14166000,2010-09-11,16.2,Sep,2010
USGS,14166000,2010-09-12,16.5,Sep,2010
USGS,14166000,2010-09-13,16.6,Sep,2010
USGS,14166000,2010-09-14,17,Sep,2010
USGS,14166000,2010-09-15,17.1,Sep,2010
USGS,14166000,2010-09-16,16.9,Sep,2010
USGS,14166000,2010-09-17,16.6,Sep,2010
USGS,14166000,2010-09-18,16.2,Sep,2010
USGS,14166000,2010-09-19,16.3,Sep,2010
USGS,14166000,2010-09-20,15.8,Sep,2010
USGS,14166000,2010-09-21,15.4,Sep,2010
USGS,14166000,2010-09-22,15.8,Sep,2010
USGS,14166000,2010-09-23,15.1,Sep,2010
USGS,14166000,2010-09-24,15.5,Sep,2010
USGS,14166000,2010-09-25,16.4,Sep,2010
USGS,14166000,2010-09-26,16.6,Sep,2010
USGS,14166000,2010-09-27,17.2,Sep,2010
USGS,14166000,2010-09-28,17.6,Sep,2010
USGS,14166000,2010-09-29,17.3,Sep,2010
USGS,14166000,2010-09-30,16.8,Sep,2010
USGS,14166000,2010-10-01,16.6,Oct,2010
USGS,14166000,2010-10-02,16.2,Oct,2010
USGS,14166000,2010-10-03,15.8,Oct,2010
USGS,14166000,2010-10-04,15.1,Oct,2010
USGS,14166000,2010-10-05,14.7,Oct,2010
USGS,14166000,2010-10-06,14.9,Oct,2010
USGS,14166000,2010-10-07,15.1,Oct,2010
USGS,14166000,2010-10-08,15.8,Oct,2010
USGS,14166000,2010-10-09,15.8,Oct,2010
USGS,14166000,2010-10-10,15.2,Oct,2010
USGS,14166000,2010-10-11,14.5,Oct,2010
USGS,14166000,2010-10-12,14.1,Oct,2010
USGS,14166000,2010-10-13,13.9,Oct,2010
USGS,14166000,2010-10-14,14.2,Oct,2010
USGS,14166000,2010-10-15,14,Oct,2010
USGS,14166000,2010-10-16,13.5,Oct,2010
USGS,14166000,2010-10-17,13.1,Oct,2010
USGS,14166000,2010-10-18,12.7,Oct,2010
USGS,14166000,2010-10-19,12.7,Oct,2010
USGS,14166000,2010-10-20,13,Oct,2010
USGS,14166000,2010-10-21,13.1,Oct,2010
USGS,14166000,2010-10-22,13.4,Oct,2010
USGS,14166000,2010-10-23,13.3,Oct,2010
USGS,14166000,2010-10-24,13,Oct,2010
USGS,14166000,2010-10-25,11.8,Oct,2010
USGS,14166000,2010-10-26,11.1,Oct,2010
USGS,14166000,2010-10-27,10.3,Oct,2010
USGS,14166000,2010-10-28,10.6,Oct,2010
USGS,14166000,2010-10-29,11.1,Oct,2010
USGS,14166000,2010-10-31,11.1,Oct,2010
USGS,14166000,2010-11-01,11.7,Nov,2010
USGS,14166000,2010-11-02,12,Nov,2010
USGS,14166000,2010-11-03,12.2,Nov,2010
USGS,14166000,2010-11-04,11.7,Nov,2010
USGS,14166000,2010-11-05,11.4,Nov,2010
USGS,14166000,2010-11-06,11.6,Nov,2010
USGS,14166000,2010-11-07,11.7,Nov,2010
USGS,14166000,2010-11-08,10.9,Nov,2010
USGS,14166000,2010-11-09,10.2,Nov,2010
USGS,14166000,2010-11-10,10.1,Nov,2010
USGS,14166000,2010-11-11,9.6,Nov,2010
USGS,14166000,2010-11-12,9.8,Nov,2010
USGS,14166000,2010-11-13,9.4,Nov,2010
USGS,14166000,2010-11-14,9.8,Nov,2010
USGS,14166000,2010-11-15,10.2,Nov,2010
USGS,14166000,2010-11-16,10.3,Nov,2010
USGS,14166000,2010-11-17,9.6,Nov,2010
USGS,14166000,2010-11-18,9.4,Nov,2010
USGS,14166000,2010-11-19,8.7,Nov,2010
USGS,14166000,2010-11-20,8.4,Nov,2010
USGS,14166000,2010-11-21,8,Nov,2010
USGS,14166000,2010-11-22,7.5,Nov,2010
USGS,14166000,2010-11-23,6.6,Nov,2010
USGS,14166000,2010-11-24,6.1,Nov,2010
USGS,14166000,2010-11-25,6.6,Nov,2010
USGS,14166000,2010-11-26,7,Nov,2010
USGS,14166000,2010-11-27,7.4,Nov,2010
USGS,14166000,2010-11-28,7,Nov,2010
USGS,14166000,2010-11-29,6.9,Nov,2010
USGS,14166000,2010-11-30,7.2,Nov,2010
USGS,14166000,2010-12-01,7.5,Dec,2010
USGS,14166000,2010-12-02,7.9,Dec,2010
USGS,14166000,2010-12-03,7.4,Dec,2010
USGS,14166000,2010-12-04,7.1,Dec,2010
USGS,14166000,2010-12-05,7.2,Dec,2010
USGS,14166000,2010-12-06,7.3,Dec,2010
USGS,14166000,2010-12-07,7.5,Dec,2010
USGS,14166000,2010-12-08,7.9,Dec,2010
USGS,14166000,2010-12-09,8,Dec,2010
USGS,14166000,2010-12-10,8,Dec,2010
USGS,14166000,2010-12-11,7.9,Dec,2010
USGS,14166000,2010-12-12,8.6,Dec,2010
USGS,14166000,2010-12-13,9,Dec,2010
USGS,14166000,2010-12-14,8.8,Dec,2010
USGS,14166000,2010-12-15,7.8,Dec,2010
USGS,14166000,2010-12-16,7.2,Dec,2010
USGS,14166000,2010-12-17,6.8,Dec,2010
USGS,14166000,2010-12-18,7,Dec,2010
USGS,14166000,2010-12-19,7,Dec,2010
USGS,14166000,2010-12-20,6.9,Dec,2010
USGS,14166000,2010-12-21,6.9,Dec,2010
USGS,14166000,2010-12-22,7,Dec,2010
USGS,14166000,2010-12-23,6.8,Dec,2010
USGS,14166000,2010-12-24,6.8,Dec,2010
USGS,14166000,2010-12-25,7,Dec,2010
USGS,14166000,2010-12-26,6.8,Dec,2010
USGS,14166000,2010-12-27,6.5,Dec,2010
USGS,14166000,2010-12-28,7,Dec,2010
USGS,14166000,2010-12-29,7,Dec,2010
USGS,14166000,2010-12-30,6.3,Dec,2010
USGS,14166000,2010-12-31,5.9,Dec,2010
USGS,14166000,2011-01-01,5.5,Jan,2011
USGS,14166000,2011-01-02,5.4,Jan,2011
USGS,14166000,2011-01-03,5.2,Jan,2011
USGS,14166000,2011-01-04,5.1,Jan,2011
USGS,14166000,2011-01-05,5.5,Jan,2011
USGS,14166000,2011-01-06,5.7,Jan,2011
USGS,14166000,2011-01-07,5.5,Jan,2011
USGS,14166000,2011-01-08,5.8,Jan,2011
USGS,14166000,2011-01-09,5.7,Jan,2011
USGS,14166000,2011-01-10,5.2,Jan,2011
USGS,14166000,2011-01-11,4.7,Jan,2011
USGS,14166000,2011-01-12,5.3,Jan,2011
USGS,14166000,2011-01-13,6.3,Jan,2011
USGS,14166000,2011-01-14,6.8,Jan,2011
USGS,14166000,2011-01-15,7.2,Jan,2011
USGS,14166000,2011-01-16,7.8,Jan,2011
USGS,14166000,2011-01-17,8.3,Jan,2011
USGS,14166000,2011-01-18,7.7,Jan,2011
USGS,14166000,2011-01-19,7.4,Jan,2011
USGS,14166000,2011-01-20,7,Jan,2011
USGS,14166000,2011-01-21,6.7,Jan,2011
USGS,14166000,2011-01-22,7.1,Jan,2011
USGS,14166000,2011-01-23,6.9,Jan,2011
USGS,14166000,2011-01-24,7.1,Jan,2011
USGS,14166000,2011-01-25,6.9,Jan,2011
USGS,14166000,2011-01-26,6.5,Jan,2011
USGS,14166000,2011-01-27,6.6,Jan,2011
USGS,14166000,2011-01-28,6.6,Jan,2011
USGS,14166000,2011-01-29,7,Jan,2011
USGS,14166000,2011-01-30,7.3,Jan,2011
USGS,14166000,2011-01-31,7.1,Jan,2011
USGS,14166000,2011-02-01,6.8,Feb,2011
USGS,14166000,2011-02-02,5.9,Feb,2011
USGS,14166000,2011-02-03,5.8,Feb,2011
USGS,14166000,2011-02-04,6.5,Feb,2011
USGS,14166000,2011-02-05,7.5,Feb,2011
USGS,14166000,2011-02-06,8,Feb,2011
USGS,14166000,2011-02-07,8.1,Feb,2011
USGS,14166000,2011-02-08,7.5,Feb,2011
USGS,14166000,2011-02-09,6.5,Feb,2011
USGS,14166000,2011-02-10,5.9,Feb,2011
USGS,14166000,2011-02-11,6.1,Feb,2011
USGS,14166000,2011-02-12,6.9,Feb,2011
USGS,14166000,2011-02-13,7.5,Feb,2011
USGS,14166000,2011-02-14,7.9,Feb,2011
USGS,14166000,2011-02-15,6.9,Feb,2011
USGS,14166000,2011-02-16,6.1,Feb,2011
USGS,14166000,2011-02-17,6.2,Feb,2011
USGS,14166000,2011-02-18,6.2,Feb,2011
USGS,14166000,2011-02-19,6.2,Feb,2011
USGS,14166000,2011-02-20,6.4,Feb,2011
USGS,14166000,2011-02-21,6.7,Feb,2011
USGS,14166000,2011-02-22,6.9,Feb,2011
USGS,14166000,2011-02-23,6.4,Feb,2011
USGS,14166000,2011-02-24,5.8,Feb,2011
USGS,14166000,2011-02-25,5,Feb,2011
USGS,14166000,2011-02-26,4.3,Feb,2011
USGS,14166000,2011-02-27,4.8,Feb,2011
USGS,14166000,2011-02-28,5.8,Feb,2011
USGS,14166000,2011-03-01,6.7,Mar,2011
USGS,14166000,2011-03-02,7.2,Mar,2011
USGS,14166000,2011-03-03,6.7,Mar,2011
USGS,14166000,2011-03-04,6.8,Mar,2011
USGS,14166000,2011-03-05,7.6,Mar,2011
USGS,14166000,2011-03-06,7.5,Mar,2011
USGS,14166000,2011-03-07,7.5,Mar,2011
USGS,14166000,2011-03-08,7.5,Mar,2011
USGS,14166000,2011-03-09,7.9,Mar,2011
USGS,14166000,2011-03-10,8.3,Mar,2011
USGS,14166000,2011-03-11,7.8,Mar,2011
USGS,14166000,2011-03-12,7.6,Mar,2011
USGS,14166000,2011-03-13,7.7,Mar,2011
USGS,14166000,2011-03-14,7.7,Mar,2011
USGS,14166000,2011-03-15,8,Mar,2011
USGS,14166000,2011-03-16,7.5,Mar,2011
USGS,14166000,2011-03-17,7.2,Mar,2011
USGS,14166000,2011-03-18,7.5,Mar,2011
USGS,14166000,2011-03-19,7.3,Mar,2011
USGS,14166000,2011-03-20,7.2,Mar,2011
USGS,14166000,2011-03-21,7.8,Mar,2011
USGS,14166000,2011-03-22,7.7,Mar,2011
USGS,14166000,2011-03-23,7.6,Mar,2011
USGS,14166000,2011-03-24,7.5,Mar,2011
USGS,14166000,2011-03-25,7.7,Mar,2011
USGS,14166000,2011-03-26,7.9,Mar,2011
USGS,14166000,2011-03-27,7.7,Mar,2011
USGS,14166000,2011-03-28,7.8,Mar,2011
USGS,14166000,2011-03-29,8.1,Mar,2011
USGS,14166000,2011-03-30,8.4,Mar,2011
USGS,14166000,2011-03-31,9.3,Mar,2011
USGS,14166000,2011-04-01,9.9,Apr,2011
USGS,14166000,2011-04-02,9.3,Apr,2011
USGS,14166000,2011-04-03,8.1,Apr,2011
USGS,14166000,2011-04-04,8.1,Apr,2011
USGS,14166000,2011-04-05,8.3,Apr,2011
USGS,14166000,2011-04-06,8,Apr,2011
USGS,14166000,2011-04-07,7.4,Apr,2011
USGS,14166000,2011-04-08,7.8,Apr,2011
USGS,14166000,2011-04-09,8.1,Apr,2011
USGS,14166000,2011-04-10,8.4,Apr,2011
USGS,14166000,2011-04-11,8.8,Apr,2011
USGS,14166000,2011-04-12,8.4,Apr,2011
USGS,14166000,2011-04-13,8.5,Apr,2011
USGS,14166000,2011-04-14,8.2,Apr,2011
USGS,14166000,2011-04-15,8.3,Apr,2011
USGS,14166000,2011-04-16,8.4,Apr,2011
USGS,14166000,2011-04-17,8.5,Apr,2011
USGS,14166000,2011-04-18,8.5,Apr,2011
USGS,14166000,2011-04-19,8.5,Apr,2011
USGS,14166000,2011-04-20,8.5,Apr,2011
USGS,14166000,2011-04-21,8.7,Apr,2011
USGS,14166000,2011-04-22,8.9,Apr,2011
USGS,14166000,2011-04-23,9.7,Apr,2011
USGS,14166000,2011-04-24,9.9,Apr,2011
USGS,14166000,2011-04-25,9.7,Apr,2011
USGS,14166000,2011-04-26,9.2,Apr,2011
USGS,14166000,2011-04-27,9.1,Apr,2011
USGS,14166000,2011-04-28,9.1,Apr,2011
USGS,14166000,2011-04-29,8.4,Apr,2011
USGS,14166000,2011-04-30,9,Apr,2011
USGS,14166000,2011-05-01,9.4,May,2011
USGS,14166000,2011-05-02,9.8,May,2011
USGS,14166000,2011-05-03,9.9,May,2011
USGS,14166000,2011-05-04,10.5,May,2011
USGS,14166000,2011-05-05,10.6,May,2011
USGS,14166000,2011-05-06,10.1,May,2011
USGS,14166000,2011-05-07,9.7,May,2011
USGS,14166000,2011-05-08,9.5,May,2011
USGS,14166000,2011-05-09,9.8,May,2011
USGS,14166000,2011-05-10,10.2,May,2011
USGS,14166000,2011-05-11,10.8,May,2011
USGS,14166000,2011-05-12,10.4,May,2011
USGS,14166000,2011-05-13,10.6,May,2011
USGS,14166000,2011-05-14,10.1,May,2011
USGS,14166000,2011-05-15,9.8,May,2011
USGS,14166000,2011-05-16,10.2,May,2011
USGS,14166000,2011-05-17,10.4,May,2011
USGS,14166000,2011-05-18,10.8,May,2011
USGS,14166000,2011-05-19,11.2,May,2011
USGS,14166000,2011-05-20,11.7,May,2011
USGS,14166000,2011-05-21,11.7,May,2011
USGS,14166000,2011-05-22,11,May,2011
USGS,14166000,2011-05-23,11.4,May,2011
USGS,14166000,2011-05-24,11.7,May,2011
USGS,14166000,2011-05-25,11.6,May,2011
USGS,14166000,2011-05-26,10.2,May,2011
USGS,14166000,2011-05-27,10.2,May,2011
USGS,14166000,2011-05-28,10.1,May,2011
USGS,14166000,2011-05-29,9.8,May,2011
USGS,14166000,2011-05-30,10.1,May,2011
USGS,14166000,2011-05-31,10.8,May,2011
USGS,14166000,2011-06-01,10.6,Jun,2011
USGS,14166000,2011-06-03,11.3,Jun,2011
USGS,14166000,2011-06-04,12,Jun,2011
USGS,14166000,2011-06-05,12,Jun,2011
USGS,14166000,2011-06-06,11.6,Jun,2011
USGS,14166000,2011-06-07,11.1,Jun,2011
USGS,14166000,2011-06-08,11.5,Jun,2011
USGS,14166000,2011-06-09,12.3,Jun,2011
USGS,14166000,2011-06-10,12.3,Jun,2011
USGS,14166000,2011-06-11,12.2,Jun,2011
USGS,14166000,2011-06-12,12.2,Jun,2011
USGS,14166000,2011-06-13,12.4,Jun,2011
USGS,14166000,2011-06-14,13.2,Jun,2011
USGS,14166000,2011-06-15,13.3,Jun,2011
USGS,14166000,2011-06-16,12.8,Jun,2011
USGS,14166000,2011-06-17,13.3,Jun,2011
USGS,14166000,2011-06-18,12.8,Jun,2011
USGS,14166000,2011-06-19,12.7,Jun,2011
USGS,14166000,2011-06-20,14,Jun,2011
USGS,14166000,2011-06-21,14.5,Jun,2011
USGS,14166000,2011-06-22,14.4,Jun,2011
USGS,14166000,2011-06-23,14.1,Jun,2011
USGS,14166000,2011-06-24,13.8,Jun,2011
USGS,14166000,2011-06-25,14.1,Jun,2011
USGS,14166000,2011-06-26,14.5,Jun,2011
USGS,14166000,2011-06-27,14.6,Jun,2011
USGS,14166000,2011-06-28,14.4,Jun,2011
USGS,14166000,2011-06-29,13.9,Jun,2011
USGS,14166000,2011-06-30,13.8,Jun,2011
USGS,14166000,2011-07-01,14,Jul,2011
USGS,14166000,2011-07-02,15.1,Jul,2011
USGS,14166000,2011-07-03,15,Jul,2011
USGS,14166000,2011-07-04,15.4,Jul,2011
